Date,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Winner,home_team_rank,home_team_points,home_team_previous_points,away_team_rank,away_team_points,away_team_previous_points,Home Team Champion,Away Team Champion
1986-06-08,Iraq,1.0,2.0,Belgium,2,68,1343.01,1338.91,2.0,1816.71,1821.92,0.0,0.0
1986-06-08,Denmark,6.0,1.0,Uruguay,1,10,1666.57,1665.47,14.0,1638.71,1640.95,0.0,2.0
1986-06-08,Germany,2.0,1.0,Scotland,1,11,1650.21,1658.96,40.0,1479.53,1462.96,4.0,0.0
1986-06-09,Hungary,0.0,3.0,France,2,36,1492.2,1486.76,4.0,1759.78,1764.85,0.0,1.0
1986-06-09,Russia,2.0,0.0,Canada,1,33,1496.11,1493.42,41.0,1475.0,1473.82,0.0,0.0
1986-06-10,Korea Republic,2.0,3.0,Italy,2,28,1530.3,1526.02,6.0,1726.14,1713.86,0.0,4.0
1986-06-10,Argentina,2.0,0.0,Bulgaria,1,3,1773.88,1770.65,72.0,1335.36,1325.16,2.0,0.0
1986-06-11,Paraguay,2.0,2.0,Belgium,0,47,1448.77,1440.13,2.0,1816.71,1821.92,0.0,0.0
1986-06-11,Iraq,0.0,1.0,Mexico,2,68,1343.01,1338.91,13.0,1644.89,1649.57,0.0,0.0
1986-06-11,Portugal,1.0,3.0,Morocco,2,9,1676.56,1678.65,22.0,1563.5,1558.35,0.0,0.0
1986-06-11,England,3.0,0.0,Poland,1,5,1728.47,1737.46,26.0,1548.59,1546.18,1.0,0.0
1986-06-12,Northern Ireland,0.0,3.0,Brazil,2,59,1396.55,1399.1,1.0,1841.3,1837.56,0.0,5.0
1986-06-12,Algeria,0.0,3.0,Spain,2,37,1489.1,1480.59,7.0,1715.22,1716.93,0.0,1.0
1986-06-13,Scotland,0.0,0.0,Uruguay,0,40,1479.53,1462.96,14.0,1638.71,1640.95,0.0,2.0
1986-06-13,Denmark,2.0,0.0,Germany,1,10,1666.57,1665.47,11.0,1650.21,1658.96,0.0,4.0
1986-06-15,Russia,3.0,4.0,Belgium,2,33,1496.11,1493.42,2.0,1816.71,1821.92,0.0,0.0
1986-06-15,Mexico,2.0,0.0,Bulgaria,1,13,1644.89,1649.57,72.0,1335.36,1325.16,0.0,0.0
1986-06-16,Argentina,1.0,0.0,Uruguay,1,3,1773.88,1770.65,14.0,1638.71,1640.95,2.0,2.0
1986-06-16,Brazil,4.0,0.0,Poland,1,1,1841.3,1837.56,26.0,1548.59,1546.18,5.0,0.0
1986-06-17,Italy,0.0,2.0,France,2,6,1726.14,1713.86,4.0,1759.78,1764.85,4.0,1.0
1986-06-17,Morocco,0.0,1.0,Germany,2,22,1563.5,1558.35,11.0,1650.21,1658.96,0.0,4.0
1986-06-18,England,3.0,0.0,Paraguay,1,5,1728.47,1737.46,47.0,1448.77,1440.13,1.0,0.0
1986-06-18,Denmark,1.0,5.0,Spain,2,10,1666.57,1665.47,7.0,1715.22,1716.93,0.0,1.0
1986-06-21,Brazil,1.0,1.0,France,0,1,1841.3,1837.56,4.0,1759.78,1764.85,5.0,1.0
1986-06-21,Germany,0.0,0.0,Mexico,0,11,1650.21,1658.96,13.0,1644.89,1649.57,4.0,0.0
1986-06-22,Spain,1.0,1.0,Belgium,0,7,1715.22,1716.93,2.0,1816.71,1821.92,1.0,0.0
1986-06-22,Argentina,2.0,1.0,England,1,3,1773.88,1770.65,5.0,1728.47,1737.46,2.0,1.0
1986-06-25,France,0.0,2.0,Germany,2,4,1759.78,1764.85,11.0,1650.21,1658.96,1.0,4.0
1986-06-25,Argentina,2.0,0.0,Belgium,1,3,1773.88,1770.65,2.0,1816.71,1821.92,2.0,0.0
1986-06-28,France,4.0,2.0,Belgium,1,4,1759.78,1764.85,2.0,1816.71,1821.92,1.0,0.0
1986-06-29,Argentina,3.0,2.0,Germany,1,3,1773.88,1770.65,11.0,1650.21,1658.96,2.0,4.0
1990-06-08,Argentina,0.0,1.0,Cameroon,2,3,1773.88,1770.65,43.0,1471.44,1484.95,2.0,0.0
1990-06-09,Russia,0.0,2.0,Romania,2,33,1496.11,1493.42,53.0,1434.68,1427.84,0.0,0.0
1990-06-09,United Arab Emirates,0.0,2.0,Colombia,2,70,1337.57,1346.09,17.0,1611.04,1604.07,0.0,0.0
1990-06-09,Italy,1.0,0.0,Austria,1,6,1726.14,1713.86,34.0,1492.95,1502.47,4.0,0.0
1990-06-10,USA,1.0,5.0,Czechoslovakia,2,16,1627.48,1635.01,64.0,24.0,24.0,0.0,0.0
1990-06-10,USA,1.0,5.0,Czechoslovakia,2,16,1627.48,1635.01,64.0,24.0,24.0,0.0,0.0
1990-06-10,Brazil,2.0,1.0,Sweden,1,1,1841.3,1837.56,25.0,1553.33,1563.44,5.0,0.0
1990-06-10,Germany,4.0,1.0,Yugoslavia,1,11,1650.21,1658.96,6.0,64.0,64.0,4.0,0.0
1990-06-10,Germany,4.0,1.0,Yugoslavia,1,11,1650.21,1658.96,6.0,64.0,64.0,4.0,0.0
1990-06-11,Costa Rica,1.0,0.0,Scotland,1,31,1503.59,1500.06,40.0,1479.53,1462.96,0.0,0.0
1990-06-11,England,1.0,1.0,Republic of Ireland,0,5,1728.47,1737.46,49.0,1440.19,1442.48,1.0,0.0
1990-06-12,Belgium,2.0,0.0,Korea Republic,1,2,1816.71,1821.92,28.0,1530.3,1526.02,0.0,0.0
1990-06-12,Netherlands,1.0,1.0,Egypt,0,8,1694.51,1679.41,39.0,1486.44,1482.63,0.0,0.0
1990-06-13,Uruguay,0.0,0.0,Spain,0,14,1638.71,1640.95,7.0,1715.22,1716.93,2.0,1.0
1990-06-13,Argentina,2.0,0.0,Russia,1,3,1773.88,1770.65,33.0,1496.11,1493.42,2.0,0.0
1990-06-14,Cameroon,2.0,1.0,Romania,1,43,1471.44,1484.95,53.0,1434.68,1427.84,0.0,0.0
1990-06-14,Yugoslavia,1.0,0.0,Colombia,1,6,64.0,64.0,17.0,1611.04,1604.07,0.0,0.0
1990-06-14,Yugoslavia,1.0,0.0,Colombia,1,6,64.0,64.0,17.0,1611.04,1604.07,0.0,0.0
1990-06-14,Italy,1.0,0.0,USA,1,6,1726.14,1713.86,16.0,1627.48,1635.01,4.0,0.0
1990-06-15,Austria,0.0,1.0,Czechoslovakia,2,34,1492.95,1502.47,64.0,24.0,24.0,0.0,0.0
1990-06-15,Austria,0.0,1.0,Czechoslovakia,2,34,1492.95,1502.47,64.0,24.0,24.0,0.0,0.0
1990-06-15,Germany,5.0,1.0,United Arab Emirates,1,11,1650.21,1658.96,70.0,1337.57,1346.09,4.0,0.0
1990-06-16,Brazil,1.0,0.0,Costa Rica,1,1,1841.3,1837.56,31.0,1503.59,1500.06,5.0,0.0
1990-06-16,Sweden,1.0,2.0,Scotland,2,25,1553.33,1563.44,40.0,1479.53,1462.96,0.0,0.0
1990-06-16,England,0.0,0.0,Netherlands,0,5,1728.47,1737.46,8.0,1694.51,1679.41,1.0,0.0
1990-06-17,Republic of Ireland,0.0,0.0,Egypt,0,49,1440.19,1442.48,39.0,1486.44,1482.63,0.0,0.0
1990-06-17,Korea Republic,1.0,3.0,Spain,2,28,1530.3,1526.02,7.0,1715.22,1716.93,0.0,1.0
1990-06-17,Belgium,3.0,1.0,Uruguay,1,2,1816.71,1821.92,14.0,1638.71,1640.95,0.0,2.0
1990-06-18,Argentina,1.0,1.0,Romania,0,3,1773.88,1770.65,53.0,1434.68,1427.84,2.0,0.0
1990-06-18,Cameroon,0.0,4.0,Russia,2,43,1471.44,1484.95,33.0,1496.11,1493.42,0.0,0.0
1990-06-19,Germany,1.0,1.0,Colombia,0,11,1650.21,1658.96,17.0,1611.04,1604.07,4.0,0.0
1990-06-19,Yugoslavia,4.0,1.0,United Arab Emirates,1,6,64.0,64.0,70.0,1337.57,1346.09,0.0,0.0
1990-06-19,Yugoslavia,4.0,1.0,United Arab Emirates,1,6,64.0,64.0,70.0,1337.57,1346.09,0.0,0.0
1990-06-19,Italy,2.0,0.0,Czechoslovakia,1,6,1726.14,1713.86,64.0,24.0,24.0,4.0,0.0
1990-06-19,Italy,2.0,0.0,Czechoslovakia,1,6,1726.14,1713.86,64.0,24.0,24.0,4.0,0.0
1990-06-19,Austria,2.0,1.0,USA,1,34,1492.95,1502.47,16.0,1627.48,1635.01,0.0,0.0
1990-06-20,Brazil,1.0,0.0,Scotland,1,1,1841.3,1837.56,40.0,1479.53,1462.96,5.0,0.0
1990-06-20,Sweden,1.0,2.0,Costa Rica,2,25,1553.33,1563.44,31.0,1503.59,1500.06,0.0,0.0
1990-06-21,Korea Republic,0.0,1.0,Uruguay,2,28,1530.3,1526.02,14.0,1638.71,1640.95,0.0,2.0
1990-06-21,Belgium,1.0,2.0,Spain,2,2,1816.71,1821.92,7.0,1715.22,1716.93,0.0,1.0
1990-06-21,Republic of Ireland,1.0,1.0,Netherlands,0,49,1440.19,1442.48,8.0,1694.51,1679.41,0.0,0.0
1990-06-21,England,1.0,0.0,Egypt,1,5,1728.47,1737.46,39.0,1486.44,1482.63,1.0,0.0
1990-06-23,Cameroon,2.0,1.0,Colombia,1,43,1471.44,1484.95,17.0,1611.04,1604.07,0.0,0.0
1990-06-23,Czechoslovakia,4.0,1.0,Costa Rica,1,64,24.0,24.0,31.0,1503.59,1500.06,0.0,0.0
1990-06-23,Czechoslovakia,4.0,1.0,Costa Rica,1,64,24.0,24.0,31.0,1503.59,1500.06,0.0,0.0
1990-06-24,Brazil,0.0,1.0,Argentina,2,1,1841.3,1837.56,3.0,1773.88,1770.65,5.0,2.0
1990-06-24,Germany,2.0,1.0,Netherlands,1,11,1650.21,1658.96,8.0,1694.51,1679.41,4.0,0.0
1990-06-25,Republic of Ireland,0.0,0.0,Romania,0,49,1440.19,1442.48,53.0,1434.68,1427.84,0.0,0.0
1990-06-25,Italy,2.0,0.0,Uruguay,1,6,1726.14,1713.86,14.0,1638.71,1640.95,4.0,2.0
1990-06-26,Spain,1.0,2.0,Yugoslavia,2,7,1715.22,1716.93,6.0,64.0,64.0,1.0,0.0
1990-06-26,Spain,1.0,2.0,Yugoslavia,2,7,1715.22,1716.93,6.0,64.0,64.0,1.0,0.0
1990-06-26,England,1.0,0.0,Belgium,1,5,1728.47,1737.46,2.0,1816.71,1821.92,1.0,0.0
1990-06-30,Yugoslavia,0.0,0.0,Argentina,0,6,64.0,64.0,3.0,1773.88,1770.65,0.0,2.0
1990-06-30,Yugoslavia,0.0,0.0,Argentina,0,6,64.0,64.0,3.0,1773.88,1770.65,0.0,2.0
1990-06-30,Italy,1.0,0.0,Republic of Ireland,1,6,1726.14,1713.86,49.0,1440.19,1442.48,4.0,0.0
1990-07-01,Germany,1.0,0.0,Czechoslovakia,1,11,1650.21,1658.96,64.0,24.0,24.0,4.0,0.0
1990-07-01,Germany,1.0,0.0,Czechoslovakia,1,11,1650.21,1658.96,64.0,24.0,24.0,4.0,0.0
1990-07-01,England,3.0,2.0,Cameroon,1,5,1728.47,1737.46,43.0,1471.44,1484.95,1.0,0.0
1990-07-03,Italy,1.0,1.0,Argentina,0,6,1726.14,1713.86,3.0,1773.88,1770.65,4.0,2.0
1990-07-04,Germany,1.0,1.0,England,0,11,1650.21,1658.96,5.0,1728.47,1737.46,4.0,1.0
1990-07-07,Italy,2.0,1.0,England,1,6,1726.14,1713.86,5.0,1728.47,1737.46,4.0,1.0
1990-07-08,Germany,1.0,0.0,Argentina,1,11,1650.21,1658.96,3.0,1773.88,1770.65,4.0,2.0
1994-06-17,Spain,2.0,2.0,Korea Republic,0,7,1715.22,1716.93,28.0,1530.3,1526.02,1.0,0.0
1994-06-17,Germany,1.0,0.0,Bolivia,1,11,1650.21,1658.96,82.0,1296.28,1298.81,4.0,0.0
1994-06-18,USA,1.0,1.0,Switzerland,0,16,1627.48,1635.01,15.0,1635.92,1621.43,0.0,0.0
1994-06-18,Italy,0.0,1.0,Republic of Ireland,2,6,1726.14,1713.86,49.0,1440.19,1442.48,4.0,0.0
1994-06-18,Colombia,1.0,3.0,Romania,2,17,1611.04,1604.07,53.0,1434.68,1427.84,0.0,0.0
1994-06-19,Belgium,1.0,0.0,Morocco,1,2,1816.71,1821.92,22.0,1563.5,1558.35,0.0,0.0
1994-06-19,Norway,1.0,0.0,Mexico,1,42,1473.04,1488.57,13.0,1644.89,1649.57,0.0,0.0
1994-06-19,Cameroon,2.0,2.0,Sweden,0,43,1471.44,1484.95,25.0,1553.33,1563.44,0.0,0.0
1994-06-20,Netherlands,2.0,1.0,Saudi Arabia,1,8,1694.51,1679.41,51.0,1437.78,1435.74,0.0,0.0
1994-06-20,Brazil,2.0,0.0,Russia,1,1,1841.3,1837.56,33.0,1496.11,1493.42,5.0,0.0
1994-06-21,Argentina,4.0,0.0,Greece,1,3,1773.88,1770.65,52.0,1437.6,1441.45,2.0,0.0
1994-06-21,Nigeria,3.0,0.0,Bulgaria,1,32,1498.47,1504.7,72.0,1335.36,1325.16,0.0,0.0
1994-06-21,Germany,1.0,1.0,Spain,0,11,1650.21,1658.96,7.0,1715.22,1716.93,4.0,1.0
1994-06-22,Romania,1.0,4.0,Switzerland,2,53,1434.68,1427.84,15.0,1635.92,1621.43,0.0,0.0
1994-06-22,USA,2.0,1.0,Colombia,1,16,1627.48,1635.01,17.0,1611.04,1604.07,0.0,0.0
1994-06-23,Italy,1.0,0.0,Norway,1,6,1726.14,1713.86,42.0,1473.04,1488.57,4.0,0.0
1994-06-23,Korea Republic,0.0,0.0,Bolivia,0,28,1530.3,1526.02,82.0,1296.28,1298.81,0.0,0.0
1994-06-24,Mexico,2.0,1.0,Republic of Ireland,1,13,1644.89,1649.57,49.0,1440.19,1442.48,0.0,0.0
1994-06-24,Sweden,3.0,1.0,Russia,1,25,1553.33,1563.44,33.0,1496.11,1493.42,0.0,0.0
1994-06-24,Brazil,3.0,0.0,Cameroon,1,1,1841.3,1837.56,43.0,1471.44,1484.95,5.0,0.0
1994-06-25,Belgium,1.0,0.0,Netherlands,1,2,1816.71,1821.92,8.0,1694.51,1679.41,0.0,0.0
1994-06-25,Saudi Arabia,2.0,1.0,Morocco,1,51,1437.78,1435.74,22.0,1563.5,1558.35,0.0,0.0
1994-06-25,Argentina,2.0,1.0,Nigeria,1,3,1773.88,1770.65,32.0,1498.47,1504.7,2.0,0.0
1994-06-26,Bulgaria,4.0,0.0,Greece,1,72,1335.36,1325.16,52.0,1437.6,1441.45,0.0,0.0
1994-06-26,USA,0.0,1.0,Romania,2,16,1627.48,1635.01,53.0,1434.68,1427.84,0.0,0.0
1994-06-26,Switzerland,0.0,2.0,Colombia,2,15,1635.92,1621.43,17.0,1611.04,1604.07,0.0,0.0
1994-06-27,Germany,3.0,2.0,Korea Republic,1,11,1650.21,1658.96,28.0,1530.3,1526.02,4.0,0.0
1994-06-27,Bolivia,1.0,3.0,Spain,2,82,1296.28,1298.81,7.0,1715.22,1716.93,0.0,1.0
1994-06-28,Republic of Ireland,0.0,0.0,Norway,0,49,1440.19,1442.48,42.0,1473.04,1488.57,0.0,0.0
1994-06-28,Brazil,1.0,1.0,Sweden,0,1,1841.3,1837.56,25.0,1553.33,1563.44,5.0,0.0
1994-06-28,Italy,1.0,1.0,Mexico,0,6,1726.14,1713.86,13.0,1644.89,1649.57,4.0,0.0
1994-06-28,Russia,6.0,1.0,Cameroon,1,33,1496.11,1493.42,43.0,1471.44,1484.95,0.0,0.0
1994-06-29,Morocco,1.0,2.0,Netherlands,2,22,1563.5,1558.35,8.0,1694.51,1679.41,0.0,0.0
1994-06-29,Belgium,0.0,1.0,Saudi Arabia,2,2,1816.71,1821.92,51.0,1437.78,1435.74,0.0,0.0
1994-06-30,Greece,0.0,2.0,Nigeria,2,52,1437.6,1441.45,32.0,1498.47,1504.7,0.0,0.0
1994-06-30,Argentina,0.0,2.0,Bulgaria,2,3,1773.88,1770.65,72.0,1335.36,1325.16,2.0,0.0
1994-07-02,Germany,3.0,2.0,Belgium,1,11,1650.21,1658.96,2.0,1816.71,1821.92,4.0,0.0
1994-07-02,Spain,3.0,0.0,Switzerland,1,7,1715.22,1716.93,15.0,1635.92,1621.43,1.0,0.0
1994-07-03,Saudi Arabia,1.0,3.0,Sweden,2,51,1437.78,1435.74,25.0,1553.33,1563.44,0.0,0.0
1994-07-03,Romania,3.0,2.0,Argentina,1,53,1434.68,1427.84,3.0,1773.88,1770.65,0.0,2.0
1994-07-04,Netherlands,2.0,0.0,Republic of Ireland,1,8,1694.51,1679.41,49.0,1440.19,1442.48,0.0,0.0
1994-07-04,Brazil,1.0,0.0,USA,1,1,1841.3,1837.56,16.0,1627.48,1635.01,5.0,0.0
1994-07-05,Nigeria,1.0,2.0,Italy,2,32,1498.47,1504.7,6.0,1726.14,1713.86,0.0,4.0
1994-07-05,Mexico,1.0,1.0,Bulgaria,0,13,1644.89,1649.57,72.0,1335.36,1325.16,0.0,0.0
1994-07-09,Italy,2.0,1.0,Spain,1,6,1726.14,1713.86,7.0,1715.22,1716.93,4.0,1.0
1994-07-09,Netherlands,2.0,3.0,Brazil,2,8,1694.51,1679.41,1.0,1841.3,1837.56,0.0,5.0
1994-07-10,Bulgaria,2.0,1.0,Germany,1,72,1335.36,1325.16,11.0,1650.21,1658.96,0.0,4.0
1994-07-10,Romania,2.0,2.0,Sweden,0,53,1434.68,1427.84,25.0,1553.33,1563.44,0.0,0.0
1994-07-13,Bulgaria,1.0,2.0,Italy,2,72,1335.36,1325.16,6.0,1726.14,1713.86,0.0,4.0
1994-07-13,Sweden,0.0,1.0,Brazil,2,25,1553.33,1563.44,1.0,1841.3,1837.56,0.0,5.0
1994-07-16,Sweden,4.0,0.0,Bulgaria,1,25,1553.33,1563.44,72.0,1335.36,1325.16,0.0,0.0
1994-07-17,Brazil,0.0,0.0,Italy,0,1,1841.3,1837.56,6.0,1726.14,1713.86,5.0,4.0
1998-06-10,Brazil,2.0,1.0,Scotland,1,1,1841.3,1837.56,40.0,1479.53,1462.96,5.0,0.0
1998-06-10,Morocco,2.0,2.0,Norway,0,22,1563.5,1558.35,42.0,1473.04,1488.57,0.0,0.0
1998-06-11,Italy,2.0,2.0,Chile,0,6,1726.14,1713.86,29.0,1509.61,1514.86,4.0,0.0
1998-06-11,Cameroon,1.0,1.0,Austria,0,43,1471.44,1484.95,34.0,1492.95,1502.47,0.0,0.0
1998-06-12,Paraguay,0.0,0.0,Bulgaria,0,47,1448.77,1440.13,72.0,1335.36,1325.16,0.0,0.0
1998-06-12,Saudi Arabia,0.0,1.0,Denmark,2,51,1437.78,1435.74,10.0,1666.57,1665.47,0.0,0.0
1998-06-12,France,3.0,0.0,South Africa,1,4,1759.78,1764.85,67.0,1349.59,1350.55,1.0,0.0
1998-06-13,Spain,2.0,3.0,Nigeria,2,7,1715.22,1716.93,32.0,1498.47,1504.7,1.0,0.0
1998-06-13,Korea Republic,1.0,3.0,Mexico,2,28,1530.3,1526.02,13.0,1644.89,1649.57,0.0,0.0
1998-06-13,Netherlands,0.0,0.0,Belgium,0,8,1694.51,1679.41,2.0,1816.71,1821.92,0.0,0.0
1998-06-14,Argentina,1.0,0.0,Japan,1,3,1773.88,1770.65,24.0,1559.54,1554.69,2.0,0.0
1998-06-14,Yugoslavia,1.0,0.0,Iran,1,6,64.0,64.0,20.0,1564.61,1558.64,0.0,0.0
1998-06-14,Yugoslavia,1.0,0.0,Iran,1,6,64.0,64.0,20.0,1564.61,1558.64,0.0,0.0
1998-06-14,Jamaica,1.0,3.0,Croatia,2,64,1378.86,1382.06,12.0,1645.64,1632.15,0.0,0.0
1998-06-15,England,2.0,0.0,Tunisia,1,5,1728.47,1737.46,30.0,1507.54,1507.86,1.0,0.0
1998-06-15,Romania,1.0,0.0,Colombia,1,53,1434.68,1427.84,17.0,1611.04,1604.07,0.0,0.0
1998-06-15,Germany,2.0,0.0,USA,1,11,1650.21,1658.96,16.0,1627.48,1635.01,4.0,0.0
1998-06-16,Scotland,1.0,1.0,Norway,0,40,1479.53,1462.96,42.0,1473.04,1488.57,0.0,0.0
1998-06-16,Brazil,3.0,0.0,Morocco,1,1,1841.3,1837.56,22.0,1563.5,1558.35,5.0,0.0
1998-06-17,Chile,1.0,1.0,Austria,0,29,1509.61,1514.86,34.0,1492.95,1502.47,0.0,0.0
1998-06-17,Italy,3.0,0.0,Cameroon,1,6,1726.14,1713.86,43.0,1471.44,1484.95,4.0,0.0
1998-06-18,South Africa,1.0,1.0,Denmark,0,67,1349.59,1350.55,10.0,1666.57,1665.47,0.0,0.0
1998-06-18,France,4.0,0.0,Saudi Arabia,1,4,1759.78,1764.85,51.0,1437.78,1435.74,1.0,0.0
1998-06-19,Nigeria,1.0,0.0,Bulgaria,1,32,1498.47,1504.7,72.0,1335.36,1325.16,0.0,0.0
1998-06-19,Spain,0.0,0.0,Paraguay,0,7,1715.22,1716.93,47.0,1448.77,1440.13,1.0,0.0
1998-06-20,Japan,0.0,1.0,Croatia,2,24,1559.54,1554.69,12.0,1645.64,1632.15,0.0,0.0
1998-06-20,Belgium,2.0,2.0,Mexico,0,2,1816.71,1821.92,13.0,1644.89,1649.57,0.0,0.0
1998-06-20,Netherlands,5.0,0.0,Korea Republic,1,8,1694.51,1679.41,28.0,1530.3,1526.02,0.0,0.0
1998-06-21,Germany,2.0,2.0,Yugoslavia,0,11,1650.21,1658.96,6.0,64.0,64.0,4.0,0.0
1998-06-21,Germany,2.0,2.0,Yugoslavia,0,11,1650.21,1658.96,6.0,64.0,64.0,4.0,0.0
1998-06-21,Argentina,5.0,0.0,Jamaica,1,3,1773.88,1770.65,64.0,1378.86,1382.06,2.0,0.0
1998-06-21,USA,1.0,2.0,Iran,2,16,1627.48,1635.01,20.0,1564.61,1558.64,0.0,0.0
1998-06-22,Colombia,1.0,0.0,Tunisia,1,17,1611.04,1604.07,30.0,1507.54,1507.86,0.0,0.0
1998-06-22,Romania,2.0,1.0,England,1,53,1434.68,1427.84,5.0,1728.47,1737.46,0.0,1.0
1998-06-23,Italy,2.0,1.0,Austria,1,6,1726.14,1713.86,34.0,1492.95,1502.47,4.0,0.0
1998-06-23,Chile,1.0,1.0,Cameroon,0,29,1509.61,1514.86,43.0,1471.44,1484.95,0.0,0.0
1998-06-23,Scotland,0.0,3.0,Morocco,2,40,1479.53,1462.96,22.0,1563.5,1558.35,0.0,0.0
1998-06-23,Brazil,1.0,2.0,Norway,2,1,1841.3,1837.56,42.0,1473.04,1488.57,5.0,0.0
1998-06-24,France,2.0,1.0,Denmark,1,4,1759.78,1764.85,10.0,1666.57,1665.47,1.0,0.0
1998-06-24,South Africa,2.0,2.0,Saudi Arabia,0,67,1349.59,1350.55,51.0,1437.78,1435.74,0.0,0.0
1998-06-24,Spain,6.0,1.0,Bulgaria,1,7,1715.22,1716.93,72.0,1335.36,1325.16,1.0,0.0
1998-06-24,Nigeria,1.0,3.0,Paraguay,2,32,1498.47,1504.7,47.0,1448.77,1440.13,0.0,0.0
1998-06-25,Belgium,1.0,1.0,Korea Republic,0,2,1816.71,1821.92,28.0,1530.3,1526.02,0.0,0.0
1998-06-25,Netherlands,2.0,2.0,Mexico,0,8,1694.51,1679.41,13.0,1644.89,1649.57,0.0,0.0
1998-06-25,Germany,2.0,0.0,Iran,1,11,1650.21,1658.96,20.0,1564.61,1558.64,4.0,0.0
1998-06-25,USA,0.0,1.0,Yugoslavia,2,16,1627.48,1635.01,6.0,64.0,64.0,0.0,0.0
1998-06-25,USA,0.0,1.0,Yugoslavia,2,16,1627.48,1635.01,6.0,64.0,64.0,0.0,0.0
1998-06-26,Japan,1.0,2.0,Jamaica,2,24,1559.54,1554.69,64.0,1378.86,1382.06,0.0,0.0
1998-06-26,Argentina,1.0,0.0,Croatia,1,3,1773.88,1770.65,12.0,1645.64,1632.15,2.0,0.0
1998-06-26,Romania,1.0,1.0,Tunisia,0,53,1434.68,1427.84,30.0,1507.54,1507.86,0.0,0.0
1998-06-26,Colombia,0.0,2.0,England,2,17,1611.04,1604.07,5.0,1728.47,1737.46,0.0,1.0
1998-06-27,Italy,1.0,0.0,Norway,1,6,1726.14,1713.86,42.0,1473.04,1488.57,4.0,0.0
1998-06-27,Brazil,4.0,1.0,Chile,1,1,1841.3,1837.56,29.0,1509.61,1514.86,5.0,0.0
1998-06-28,France,1.0,0.0,Paraguay,1,4,1759.78,1764.85,47.0,1448.77,1440.13,1.0,0.0
1998-06-28,Nigeria,1.0,4.0,Denmark,2,32,1498.47,1504.7,10.0,1666.57,1665.47,0.0,0.0
1998-06-29,Germany,2.0,1.0,Mexico,1,11,1650.21,1658.96,13.0,1644.89,1649.57,4.0,0.0
1998-06-29,Netherlands,2.0,1.0,Yugoslavia,1,8,1694.51,1679.41,6.0,64.0,64.0,0.0,0.0
1998-06-29,Netherlands,2.0,1.0,Yugoslavia,1,8,1694.51,1679.41,6.0,64.0,64.0,0.0,0.0
1998-06-30,Romania,0.0,1.0,Croatia,2,53,1434.68,1427.84,12.0,1645.64,1632.15,0.0,0.0
1998-06-30,Argentina,2.0,2.0,England,0,3,1773.88,1770.65,5.0,1728.47,1737.46,2.0,1.0
1998-07-03,Italy,0.0,0.0,France,0,6,1726.14,1713.86,4.0,1759.78,1764.85,4.0,1.0
1998-07-03,Brazil,3.0,2.0,Denmark,1,1,1841.3,1837.56,10.0,1666.57,1665.47,5.0,0.0
1998-07-04,Netherlands,2.0,1.0,Argentina,1,8,1694.51,1679.41,3.0,1773.88,1770.65,0.0,2.0
1998-07-04,Germany,0.0,3.0,Croatia,2,11,1650.21,1658.96,12.0,1645.64,1632.15,4.0,0.0
1998-07-07,Brazil,1.0,1.0,Netherlands,0,1,1841.3,1837.56,8.0,1694.51,1679.41,5.0,0.0
1998-07-08,France,2.0,1.0,Croatia,1,4,1759.78,1764.85,12.0,1645.64,1632.15,1.0,0.0
1998-07-11,Netherlands,1.0,2.0,Croatia,2,8,1694.51,1679.41,12.0,1645.64,1632.15,0.0,0.0
1998-07-12,Brazil,0.0,3.0,France,2,1,1841.3,1837.56,4.0,1759.78,1764.85,5.0,1.0
2002-05-31,France,0.0,1.0,Senegal,2,4,1759.78,1764.85,18.0,1584.38,1584.59,1.0,0.0
2002-06-01,Uruguay,1.0,2.0,Denmark,2,14,1638.71,1640.95,10.0,1666.57,1665.47,2.0,0.0
2002-06-01,Republic of Ireland,1.0,1.0,Cameroon,0,49,1440.19,1442.48,43.0,1471.44,1484.95,0.0,0.0
2002-06-01,Germany,8.0,0.0,Saudi Arabia,1,11,1650.21,1658.96,51.0,1437.78,1435.74,4.0,0.0
2002-06-02,Argentina,1.0,0.0,Nigeria,1,3,1773.88,1770.65,32.0,1498.47,1504.7,2.0,0.0
2002-06-02,Paraguay,2.0,2.0,South Africa,0,47,1448.77,1440.13,67.0,1349.59,1350.55,0.0,0.0
2002-06-02,England,1.0,1.0,Sweden,0,5,1728.47,1737.46,25.0,1553.33,1563.44,1.0,0.0
2002-06-02,Spain,3.0,1.0,Slovenia,1,7,1715.22,1716.93,63.0,1384.04,1372.48,1.0,0.0
2002-06-03,Brazil,2.0,1.0,Turkey,1,1,1841.3,1837.56,45.0,1460.14,1475.13,5.0,0.0
2002-06-03,Italy,2.0,0.0,Ecuador,1,6,1726.14,1713.86,44.0,1464.39,1463.74,4.0,0.0
2002-06-03,Croatia,0.0,1.0,Mexico,2,12,1645.64,1632.15,13.0,1644.89,1649.57,0.0,0.0
2002-06-04,China PR,0.0,2.0,Costa Rica,2,79,1305.06,1305.06,31.0,1503.59,1500.06,0.0,0.0
2002-06-04,Japan,2.0,2.0,Belgium,0,24,1559.54,1554.69,2.0,1816.71,1821.92,0.0,0.0
2002-06-04,Korea Republic,2.0,0.0,Poland,1,28,1530.3,1526.02,26.0,1548.59,1546.18,0.0,0.0
